date,year,type,country,area,location,activity,sex,age,injury,fatal_(y/n),time,species,investigator_or_source,hour,type_spec
04-Jun-2017,2017,Unprovoked,USA,Florida,"Middle Sambo Reef off Boca Chica, Monroe County",Spearfishing,M,,Laceration to shin,N,,8' SHARK,"Nine News, 6/7/2017",,
02-Jun-2017,2017,Unprovoked,BAHAMAS,New Providence ,Athol Island,Snorkeling,F,32,Right forearm severed ,N,Shortly before 12h00,TIGER SHARK,"Tribune 242, 6/2/2017",12,TIGER
30-May-2017,2017,Provoked,USA,South Carolina,"Awendaw, Charleston County",Touching a shark,F,20,Right hand bitten by hooked shark PROVOKED INCIDENT,N,,3' SHARK,"C. Creswell, GSAF",,
28-May-2017,2017,Unprovoked,USA,Florida,Off Jupiter,Feeding sharks,M,,Lacerations to right arm,N,Morning,TIGER SHARK,"M. Michaelson, GSAF",,TIGER
27-May-2017,2017,Invalid,AUSTRALIA,New South Wales,Evans Head,Fishing ,M,73,Abrasion to right forearm from pectoral fin of a shark that leapt into his boat,N,,NAN,"B. Myatt, GSAF",,
12-May-2017,2017,Unprovoked,UNITED ARAB EMIRATES,"Sharjah, ",Khor Fakkan,Spearfishing,M,41,Right leg severely bitten,N,Morning,NAN,"Gulf News, 5/13/2017",,
Reported 06-May-2017,2017,Provoked,AUSTRALIA,Queensland,Weipa,Attempting to lasso a shark,M,29,Thigh nipped PROVOKED INCIDENT,N,,9' SHARK,"The Sun, 5/6/2017",,
05-May-2017,2017,Unprovoked,MEXICO,Baja California Sur,"Los Arbolitos, Cabo Pulmo",Snorkeling,M,33,FATAL,Y,17h00,NAN,J. Rozada,17,
03-May-2017,2017,Invalid,USA,California,"Sunset Beach, Orange County",Surfing,F,18,"Laceration to thigh, likely caused by surfboard fin",N,14h30,SHARK INVOLVEMENT HIGHLY DOUBTFUL,"R. Collier, GSAF",14,
29-Apr-2017,2017,Unprovoked,USA,California,"San Onofre, San Diego County ",Swimming,F,,Major injury to posterior thigh,N,17h34,NAN,"R. Collier, GSAF",17,
29-Apr-2017,2017,Unprovoked,SOUTH AFRICA,Western Cape Province,"Keurbooms, Plettenberg Bay",Surfing,M,14,Minor injury to right calf,N,17h10,NAN,"J. de Villiars, News24, 4/29/2017",17,
29-Apr-2017,2017,Unprovoked,USA,South Carolina,"Folly Beach, Charleston County",Surfing,F,33,Left foot bitten,Y,11h00,NAN,"C. Creswell, GSAF",11,
29-Apr-2017,2017,Unprovoked,REUNION,Saint-Leu,Pointe au Sal,Body boarding,M,28,FATAL,Y,11h15,NAN,"Clicanoo, 4/29/2017",11,
27-Apr-2017,2017,Unprovoked,NEW ZEALAND,South Island,"Porpoise Bay, Catlins",Body boarding,F,20,Puncture wounds & laceration above knee,N,14h00,NAN,"C.Black, GSAF",14,
26-Apr-2017,2017,Invalid,USA,Florida,,Photo shoot,F,,Alleged laceration to left ankle,Y,,NO SHARK INVOVLEMENT - IT WS A PUBLICITY STUNT,"The Sun, 5/6/2017",,
22-Apr-2017,2017,Unprovoked,"ST HELENA, British overseas territory",Ascension Island,English Bay,Snorkeling,F,40,Calf & foot bitten,N,16h00,NAN,"Daily Mail, 4/25/2017",16,
20-Apr-2017,2017,Invalid,USA,South Carolina,Georgetown County,Swimming,M,,Laceration & puncture wounds to left foot,Y,08h50,SHARK INVOLVEMENT NOT CONFIRMED,"C. Creswell, GSAF",08,
17-Apr-2017,2017,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",,,,Minor bite to the foot,N,Afternoon,NAN,"Daytona Beach News-Journal, 4/17/2017",,
17-Apr-2017,2017,Unprovoked,AUSTRALIA,Western Australia,Kelpies near Wylie Bay,Surfing,F,17,FATAL,Y,16h00,WHITE SHARK,"B. Myatt, GSAF",16,WHITE
14-Apr-2017,2017,Unprovoked,USA,Hawaii,"Kekaha Beach, Kauai",Surfing,M,28,Lower right leg severely injured,N,09h00,"TIGER SHARK, 12'","Hawaii News Now, 4/14/2017",09,TIGER
13-Apr-2017,2017,Unprovoked,USA,Florida,"Hanna Park, Jacksonville, Duval County",Surfing,M,17,Lacerations to right foot,N,13h30,NAN,"News4Jax, 4/14/2017",13,
12-Apr-2017,2017,Unprovoked,USA,Florida,St. Augustine,Surfing,F,,Lacerations to right foot,N,13h45,NAN,"The Surf Station, 4/13/2017",13,
12-Apr-2017,2017,Invalid,SOUTH AFRICA,KwaZulu-Natal,Protea Banks,Scuba Diving,M,68,"Fatal, coroner unable to determine if the diver was alive or had drowned when incident took place.",Y,,SHARK INVOLVEMENT PRIOR TO DEATH NOT CONFIRMED,"E. Ritter, GSAF",,
11-Apr-2017,2017,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Surfing,F,35,Calf bitten,N,16h00,NAN,"WFTV, 4/11/2017",16,
10-Apr-2017,2017,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Paddle boarding,F,10,Laceration to calf,N,17h45,NAN,"Brevard Times, 4/10/2017",17,
10-Apr-2017,2017,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Swimming,F,21,Minor injury to left hand,Y,17h00,NAN,"Brevard Times, 4/10/2017",17,
06-Apr-2017,2017,Unprovoked,USA,Florida,"Daytona, Volusia County",Swimming,M,16,Foot injured,N,,NAN,"Bradenton Herald, 4/7/2017",,
05-Apr-2017,2017,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,F,51,"Thigh nipped, minor injury",N,13h00,NAN,"AJC, 4/5/2017",13,
02-Apr-2017,2017,Unprovoked,AUSTRALIA,Queensland,Moreton Bay,Kakaying,M,39,"No injury, shark bit off stern of kayak",N,Afternoon,NAN,"Philly.com, 4/3/2017",,
02-Apr-2017,2017,Unprovoked,USA,Florida,"Destin, Okaloosa County",Swimming,F,17,Lacerations to thighs,N,15h00,"BULL SHARK, 5' TO 7'",Okaloosa County Sheriff's Office,15,BULL
27-Mar-2017,2017,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,58,Minor injury to left foot,Y,10h00,NAN,"Orlando Sentinel, 3/27/2017",10,
19-Mar-2017,2017,Unprovoked,AUSTRALIA,New South Wales,The Farm,Body boarding,M,30,Minor,N,18h30,NAN,"Illawarra Mercury, 1/19/2017",18,
18-Mar-2017,2017,Boating,USA,California,Monterey Bay,Kayaking,M,,"No injury, kayak bitten",N,14h30,WHITE SHARK,"R. Collier, GSAF",14,WHITE
11-Mar-2017,2017,Unprovoked,PHILIPPINES,Luzon Island,"Villamar, Caoayan",Spearfishing,M,25,Right thigh injured ,N,,10' SHARK,"ABS-CBN, 3/13/2017",,
Reported 09-Mar-2017,2017,Unprovoked,BAHAMAS,Great Exuma,,Washing hands,M,58,Abrasions & lacerations to left leg and hand,Y,,LEMON SHARK,"Kent Live, 3/9/2017",,LEMON
25-Feb-2017,2017,Unprovoked,AUSTRALIA,Western Australia,Mauds Point,Snorkeling,F,,Hand bitten,N,Morning,"BULL SHARK, 1.5","Perth Now, 2/27/2017",,BULL
24-Feb-2017,2017,Unprovoked,AUSTRALIA,Western Australia,"Falcon Bay Beach, Mandurah",Surfing,M,,"No injury, shark struck board",N,Morning,NAN,"Perth Now, 2/24/2017",,
21-Feb-2017,2017,Unprovoked,REUNION,Saint-Andre,,Body boarding,M,26,Fatal,Y,09h30,NAN,"Surfline, 2/21/2017",09,
17-Feb-2017,2017,Unprovoked,AUSTRALIA,Queensland,Eva Rock,Spearfishing,M,26,Left leg severely bitten,Y,10h20,NAN,"Courier Mail, 2/18/2017",10,
11-Feb-2017,2017,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Swimming,M,22,Injury to hand,N,13h30,NAN,"Florida Today, 2/11/2017",13,
06-Feb-2017,2017,Provoked,BRAZIL,Pernambuco,Fernando de Noronha Marine Park,Grabbing shark for a selfie,F,,"Minor injury to finger, PROVOKED INCIDENT",N,Afternoon,LEMON SHARK PUP,"O Popular, 2/7/2017",,LEMON
06-Feb-2017,2017,Boating,SOUTH AFRICA,KwaZulu-Natal,Eastmoor Crescent Beach,Kayak fishing,M,,"Shark damaged kayak, no injury to occupant",N,,TIGER SHARK,"The Citizen, 2/8/2017",,TIGER
01-Feb-2017,2017,Boating,USA,South Carolina,16 miles off Hilton Head,Tagging sharks,,,"Shark bit boat, no injury to occupants",N,,"WHITE SHARK, FEMALE, 14'","YouTube, 2/2/2017",,WHITE
01-Feb-2017,2017,Unprovoked,BAHAMAS,Bimini,,Scuba Diving,M,37,Lacerations to upper right arm,N,,CARIBBEAN REEF SHARK,"Dutch News, 2/2/2017",,CARIBBEAN
24-Jan-2017,2017,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Swimming,M,21,Minor laceration to ring finger,N,13h20,NAN,"K. McMurray, Tracking Sharks",13,
22-Jan-2017,2017,Unprovoked,USA,Florida,"Vero Beach, Indian River County",,M,,Puncture wounds to lower arm or hand,N,14h00,NAN,"TCPalm, 1/22/2017",14,
21-Jan-2017,2017,Unprovoked,AUSTRALIA,Queensland,"Boot Reef, Torres Strait",Scuba Diving,M,55,"Multiple injuries to arm, wrist and torso",N,12h00,"BULL SHARK, 4 M","ABC, 1/21/2017",12,BULL
13-Jan-2017,2017,Unprovoked,AUSTRALIA,Queensland,Clairview,Swimming,M,57,Injury to hand,N,13h30,NAN,"Brisbane Times,1/13/2017",13,
13-Jan-2017,2017,Unprovoked,USA,Florida,Jensen Beach,,M,,Minor injury to hand,N,Morning,NAN,WPTV. 1/13/2017,,
09-Jan-2017,2017,Unprovoked,INDONESIA,Bali,Balian Beach,Surfing,M,48,Injury to right wrist & forearm,N,07h30,"BULL SHARK, 1 M","Daily Mail, 1/11/2017",07,BULL
Reported 08-Jan-2017,2017,Invalid,AUSTRALIA,Queensland,,Spearfishing,M,35,"No attack, shark made a threat display",N,,BULL SHARK,Liquid Vision 1/8/2017,,BULL
05-Jan-2017,2017,Unprovoked,USA,Florida,"Blockhouse Beach, Brevard County",Wading,M,47,Minor injuries to foot,N,12h30,NAN,"Florida Today, 1/5/2017",12,
03-Jan-2017,2017,Invalid,AUSTRALIA,New South Wales,Merimbula,Wading,M,20,Minor injuries to foot & toes,N,18h00,SHARK INVOLVEMENT NOT CONFIRMED,"Illawarra Mercury, 1/7/2017",18,
27-Dec-2016,2016,Unprovoked,USA,Florida,"Avalon State Park Beach, North Hutchinson Island, St Lucie County",Surfing,M,16,Lacerations to right forearm,N,17h00,NAN,"TCPalm, 12/28/2016",17,
24-Dec-2016,2016,Unprovoked,AUSTRALIA,Western Australia,"Bundegi Sanctuary Zone, Ningaloo",Snorkeling,F,,Buttock bitten,N,Morning,A SMALL SHARK,"Perth Now, 12/28/2016",,
19-Dec-2016,2016,Unprovoked,SOUTH AFRICA,Western Cape Province,"Keurbooms Lagoon, Plettenberg Bay",Surf skiing ,M,55,"No injury, but ski severely damaged",N,07h00,"WHITE SHARK, 4 M","The Citizen, 12/19/2016",07,WHITE
14-Dec-2016,2016,Unprovoked,AUSTRALIA,Western Australia,Trigg Beach,Free diving,M,61,Punctures to left foot/ankle,Y,09h30,NAN,"Perth Now, 12/15/2016",09,
11-Dec-2016,2016,Unprovoked,FRENCH POLYNESIA,Tuamotos,Takapoto Atoll,Fishing,M,40,Hand injured?,N,,NAN,"Tahiti Info, 12/12/2016",,
11-Dec-2016,2016,Invalid,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,19,Cuts to right ankle & foot,N,Afternoon,SHARK INVOLVEMENT NOT CONFIRMED,"News Journal, 12/15/2016",,
06-Dec-2016,2016,Provoked,AUSTRALIA,New South Wales,Merimbula,Surf fishing,M,20,Lacerations to both hands while attempting to land a hooked shark PROVOKED INCIDENT,N,02h00,"WOBBEGONG SHARK, 2M",Bay 93.9 Geelong,02,WOBBEGONG
01-Dec-2016,2016,Unprovoked,AUSTRALIA,New South Wales,Booti Booti National Park,Surfing,M,65,Injuries to foot & arm,N,09h00,WHITE SHARK,"B. Myatt, GSAF",09,WHITE
28-Nov-2016,2016,Provoked,AUSTRALIA,Victoria,Queenscliff,Fishing,M,73,Laceration to right hand by hooked & gaffed shark. PROVOKED INCIDENT,N,11h00,"BROADNOSE SEVENGILL SHARK, 1.5 M","ABC News, 11/28/2016",11,BROADNOSE
14-Nov-2016,2016,Unprovoked,USA,Hawaii,"Kamaole Beach Park I, Maui",Floating,F,58,Injuries to right calf and thigh,N,10h30,TIGER SHARK,"Maui News, 11/14/2016",10,TIGER
30-Oct-2016,2016,Unprovoked,USA,Florida,"Mayport Naval Station Beach, Duval County",Surfing,M,41,Lacerations to right foot and ankle,N,Afternoon,NAN,"First Coast News, 10/31/2016",,
29-Oct-2016,2016,Unprovoked,USA,Florida,Mayport Naval Station  Duval County,Surfing,M,42,Lacerations to right hand,N,Afternoon,NAN,"First Coast News, 10/31/2016",,
24-Oct-2016,2016,Unprovoked,AUSTRALIA,New South Wales,Broken Head Beach,Surfing,M,36,Lacerations to left thigh,Y,07h30,NAN,"Daily Mail, 10/24/2016",07,
21-Oct-2016,2016,Unprovoked,USA,Hawaii,"Hooipa Beach Park, Maui",Surfing,M,36,Left arm and leg injured,Y,17h00, 6' TO 8' SHARK,"Surfline, 10/23/2016",17,
15-Oct-2016,2016,Unprovoked,AUSTRALIA,Queensland,"Kings Beach, Caloundra",Surfing,M,,Torso nipped,N,18h00,NAN,"Daily Mail, 10/16/2016",18,
14-Oct-2016,2016,Unprovoked,USA,Hawaii,"Charlie Young Beach, Kihei, Maui",Snorkeling,F,66,Injuries to left calf,Y,09h50,NAN,Maui News,09,
13-Oct-2016,2016,Invalid,MEXICO,,Guadalupe Island,Cage Diving,M,,"Shark breached cage, no injury to diver",N,,WHITE SHARK,YouTube,,WHITE
12-Oct-2016,2016,Unprovoked,AUSTRALIA,New South Wales,"Sharpes Beach, Ballina",Surfing,M,25,Minor wound to lower right leg & surfboard bitten,N,10h30,NAN,"Courier Mail, 10/12/2016",10,
10-Oct-2016,2016,Unprovoked,USA,Oregon,"Indian Beach, Ecola State Park, Clatsop County",Surfing,M,29,Wounds to upper thigh and lower leg,N,16h00,NAN,"UP Beacon, 10/12/2016",16,
02-Oct-2016,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,21,Cuts to dorsal surface of left foot,Y,11h30,NAN,"Orlando Sentinel, 10/2/2016",11,
01-Oct-2016,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfng,M,32,Minor injuries,N,17h30,NAN,"Orlando Sentinel, 10/2/2016",17,
26-Sep-2016,2016,Unprovoked,AUSTRALIA,New South Wales,"Lighthouse Beach, Ballina",Surfing,M,17,4 deep lacerations to thigh,N,9h00,"WHITE SHARK, 3.5 M","ABC.net.au, 09/26/2016",00,WHITE
18-Sep-2016,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,16,Minor injury to thigh,N,13h00,NAN,"Orlando Sentinel, 9/19/2016",13,
18-Sep-2016,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,36,Lacerations to hands,N,11h00,NAN,"Orlando Sentinel, 9/19/2016",11,
18-Sep-2016,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,43,Lacerations to lower leg,N,10h43,NAN,"Orlando Sentinel, 9/19/2016",10,
17-Sep-2016,2016,Unprovoked,USA,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",Surfing,M,43,"No injury, board bitten",N,After noon,NAN,"R. Collier, GSAF",,
17-Sep-2016,2016,Unprovoked,AUSTRALIA,Victoria,Thirteenth Beach,Surfing,M,,Struck by fin on chest & leg,N,,NAN,"The Age, 9/18/2016",,
16-Sep-2016,2016,Unprovoked,AUSTRALIA,Victoria,Bells Beach,Surfing,M,,No injury: Knocked off board by shark,N,,2 M SHARK,"The Age, 9/16/2016",,
15-Sep-2016,2016,Boating,AUSTRALIA,Western Australia,Bunbury,Fishing,,,Shark rammed boat. No injury to occupant,N,,NAN,"West Australian, 9/15/2016",,
11-Sep-2016,2016,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",Wading,M,60,Minor injury to arm,N,15h15,3' TO 4' SHARK,"News4Jax, 9/11/2016",15,
07-Sep-2016,2016,Unprovoked,USA,Hawaii,"Makaha, Oahu",Swimming,F,51,Severe lacerations to shoulder & forearm,N,14h30,"TIGER SHARK, 10'","Hawaii News Now, 9/7/2016",14,TIGER
06-Sep-2016,2016,Unprovoked,NEW CALEDONIA,North Province,Koumac,Kite surfing,M,50,FATAL,Y,15h40,NAN,"TVANouvelles, 9/6/2016",15,
05-Sep-2016,2016,Unprovoked,USA,South Carolina,"Kingston Plantation, Myrtle Beach, Horry County",Boogie boarding,F,12,Lacerations & punctures to lower right leg,N,Late afternoon,NAN,"C. Creswell, GSAF",,
05-Sep-2016,2016,Unprovoked,AUSTRALIA,Western Australia,Injidup ,Surfing,M,,"No inury, board broken in half by shark",N,Late afternoon,NAN,"Perth Now, 9/5/2016",,
04-Sep-2016,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Body boarding,M,,Foot bitten,N,,NAN,"Orlando Sentinel, 9/7/2016",,
01-Sep-2016,2016,Unprovoked,USA,California,"Refugio State Beach, Santa Barbara County",Spearfishing,M,22,Two toes broken & lacerated,N,,"WHITE SHARK, 8' TO 10'","R. Collier, GSAF",,WHITE
Sep-2016,2016,Invalid,MEXICO,,Guadalupe Island,Cage Diving,,,"No injury to divers, white shark breached cage",N,,INVALID,K. Yonker,,
29-Aug-2016,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,25,Lacerations to right foot,N,15h00,"BULL SHARK, 6'","News Channel 8, 8/30/16",15,BULL
29-Aug-2016,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,37,Minor injury to ankle,N,14h00,NAN,"News Channel 8, 8/30/16",14,
27-Aug-2016,2016,Unprovoked,REUNION,,Boucan Canot,Surfing,M,20,"Right arm severed, ankle severely bitten ",N,17h00,"BULL SHARK, 3.5 M","LaDepeche, 8/29/2016",17,BULL
25-Aug-2016,2016,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",Wading,M,49,Minor injury to ankle,N,16h00,NAN,"First Coast News, 7/25/2016",16,
07-Aug-2016,2016,Unprovoked,BAHAMAS,New Providence Island,Nassau,Snorkeling,M,15,Lacerations to left leg,Y,,NAN,"ABC, 8/11/2016",,
06-Aug-2016,2016,Unprovoked,USA,Hawaii,Maui,SUP Foil boarding,M,21,"No inury, shark & board collided",N,16h30,"TIGER SHARK, 10' ","SUP, 8/9/2015",16,TIGER
04-Aug-2016,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,22,Big toe bitten,N,,BLACKTIP SHARK,"News 965, 8/5/2016",,BLACKTIP
29-Jul-2016,2016,Unprovoked,SPAIN,Alicante Province,Arenales del Sol,Swimming,M,40,Lacerations to right hand,N,11h30,BLUE SHARK,"Informacion.es, 7/29/2016",11,BLUE
28-Jul-2016,2016,Unprovoked,CHINA,Hong Kong,,Swimming,M,72,Lacerations to leg,N,,NAN,"Klassick, 7/28/2016",,
28-Jul-2016,2016,Boating,AUSTRALIA,Western Australia,Near Albany,Kayaking,M,,"No injury, shark nudged kayak repeatedly",N,,WHITE SHARK,"ABC Australia, 7/28/2016",,WHITE
27-Jul-2016,2016,Provoked,USA,Florida,"Florida Keys, Monroe County",Lobstering,M,43,Laceration to left forearm PROVOKED INCIDENT,Y,,"NURSE SHARK, 4'","Tampa Bay Times, 7/27/2016",,NURSE
26-Jul-2016,2016,Unprovoked,AUSTRALIA,New South Wales,"Sharpes Beach, Ballina",Surfing,M,18,"No injury. Leg rope severed, knocked off board by shark",N,12h00,NAN,"Gold Coast Bulletin, 7/28/2016",12,
24-Jul-2016,2016,Unprovoked,JAPAN,Kochi Prefecture,Irino Beach,Surfing,M,29,Lacerations to left leg,Y,19h05,NAN,"Japan Times, 7/25/2016",19,
23-Jul-2016,2016,Unprovoked,AUSTRALIA,Tasmania,Clifton Beach,Surfing,M,36,Calf bumped but no injury,N,,NAN,"C. Black, GSAF",,
23-Jul-2016,2016,Unprovoked,BAHAMAS,Abaco Islands,Green Turtle Cay,Spearfishing,M,,Lacerations to face and right leg,Y,,"BULL SHARK, 6'","KWTX, 7/23/2016",,BULL
20-Jul-2016,2016,Provoked,AUSTRALIA,Queensland,"20 k off The Spit, off the Gold Coast",Fishing,M,31,Laceration to left calf from hooked shark PROVOKED INCIDENT,Y,After noon,"REEF SHARK, 1M","Nine News, 7/20/2016",,
17-Jul-2016,2016,Boating,USA,Alabama,8 miles off Mobile,Fishing in Alabama Deep Fishing Rodeo,,,"No injury, shark bit trolling motor",N,,"TIGER SHARK, 10' ","Al.com, 7/19/2016",,TIGER
16-Jul-2016,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,F,,Minor injury to leg,N,1300,NAN,"Orlando Sentinel, 7/21/2016",13,
16-Jul-2016,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",,F,11,Minor injury to toes,N,11h00,NAN,"Orlando Sentinel, 7/21/2016",11,
15-Jul-2016,2016,Unprovoked,USA,California,"Surfside, Orange County",Kite surfing,M,61,"No injury, board damaged",N,17h00,"WHITE SHARK, 10' TO 12'","R. Collier, GSAF",17,WHITE
15-Jul-2016,2016,Unprovoked,USA,South Carolina,"North Myrtle Beach, Horry County",Swimming,M,,Puncture wounds to foot,N,,NAN,"C. Creswell, GSAF",,
Reported  14-Jul-2016,2016,Unprovoked,BAHAMAS,,Tiger Beach,Scuba Diving,M,,Face bruised when partly blind shark collided with him,Y,,"LEMON SHARK, 9'","GrindTV, 7/14/2016",,LEMON
Reported 08-Jul-2016,2016,Unprovoked,SPAIN,Canary Islands,"Las Teresitas, Tenerife",Wading,F,10,"5 tiny puncture marks to lower leg, treated with hydrogen peroxide",N,,ANGEL SHARK,La Opinion de Tenerife,,
08-Jul-2016,2016,Boating,USA,California,"Capitola, Santa Cruz County",Fishing for squid,M,,"No injury. Hull bitten, tooth fragment recovered",N,,WHITE SHARK,"R. Collier, GSAF",,WHITE
07-Jul-2016,2016,Provoked,USA,Massachusetts,"Off Gloucester, Essec County",Fishing,M,59,Fin of hooked shark injured fisherman's forearm. . PROVOKED INCIDENT,N,10h00,DOGFISH SHARK,Salem News 7/8/2016,10,
07-Jul-2016,2016,Boating,USA,California,"Off Palos Verdes peninsula, Los Angeles County",Fishing for sharks,M,,"No injury. Hull bitten, tooth fragment recovered",N,,WHITE SHARK,"R. Collier, GSAF",,WHITE
06-Jul-2016,2016,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Swimming,F,42,"Buttocks, thigh, left hand & wrist injured",Y,14h30 / 15h30,NAN,"Florida Today, 7/6/2016",14,
04-Jul-2016,2016,Provoked,AUSTRALIA,Queensland,Palm Cove ,Fishing,M,34,Right thigh injured by hooked pregnant female shark PROVOKED INCIDENT,N,22h00,TAWNY NURSE SHARK,"Cairns Post, 7/9/2016",22,NURSE
27-Jun-2016,2016,Unprovoked,USA,South Carolina,Sullivan's Island,,M,35,Minor injury,N,16h20,3' TO 4' SHARK,"C. Creswell, GSAF",16,
25-Jun-2016,2016,Unprovoked,USA,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",Surfing,M,11,Foot injured,N,14h34,NAN,"C. Creswell, GSAF",14,
24-Jun-2016,2016,Unprovoked,COLUMBIA,Isla Provedencia,,Scuba Diving,M,59,Severe bite to right hand,N,11h00,"CARIBBEAN REEF SHARK, 4.5'",Dr. A. Velez,11,CARIBBEAN
23-Jun-2016,2016,Unprovoked,SOUTH AFRICA,Western Cape Province,Ryspunt,Spearfishing,M,43,Injuries to left leg & right hand,Y,,WHITE SHARK,"News 24, 6/23/2016",,WHITE
21-Jun-2016,2016,Unprovoked,USA,South Carolina,"North Myrtle Beach, Horry County",Floating,M,42,Lacerations and punctures to foot,N,15h25,3' TO 5' SHARK,"C. Creswell, GSAF",15,
21-Jun-2016,2016,Unprovoked,USA,Florida,"Pelican Beach Park, Satellite Beach, Brevard County",Wading,M,,Injuries to right calf,N,14h55,NAN,"Florida Today, 6/22/2016",14,
15-Jun-2016,2016,Unprovoked,USA,Hawaii,"Kalapaki Beach, Kauai",Surfing,M,,Single puncture wound to arm,N,06h00,3' TO 4' SHARK,"West Hawaii Today, 6/16/2016",06,
15-Jun-2016,2016,Provoked,AUSTRALIA,Western Australia,Coral Bay,Spearfishing,M,19,No injury but shark punctured his wetsuit after he prodded it with his spear PROVOKED INCIDENT,Y,,5' SHARK,"Perth Now, 6/16/2016",,
14-Jun-2016,2016,Unprovoked,USA,Texas,"Pirates Beach, Galveston",Floating in tube,F,,Injury to lower leg,N,17h30,3' TO 4' SHARK,"Click2Houston, 6/14/2016",17,
11-Jun-2016,2016,Unprovoked,USA,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",Standing,M,19,Laceration to wrist,N,15h00,3' SHARK,"C. Creswell, GSAF",15,
07-Jun-2016,2016,Invalid,USA,South Carolina,"Folly Beach, Charleston County",Surfing,M,27,"No injury, board damaged",N,11h30,SAID TO INVOLVE AN 8' SHARK BUT MORE LIKELY DAMAGE CAUSED BY DEBRIS,"C. Creswell, GSAF",11,
05-Jun-2016,2016,Unprovoked,USA,Florida,"Flagler Beach, Flagler County",Swimming,M,64,Leg bitten,N,08h30,NAN,"Daytona Beach News-Journal, 6/5/2016",08,
05-Jun-2016,2016,Unprovoked,AUSTRALIA,Western Australia,Mindarie,Diving,F,60,FATAL,Y,11h30,3+ M SHARK,"B. Myatt, GSAF",11,
04-Jun-2016,2016,Unprovoked,EGYPT,Suez,Ain Sokhna,Swimming,M,23,"Leg severely bitten, surgically amputated",N,Morning,MAKO SHARK,"Ahram Online, 6/4/2016",,
02-Jun-2016,2016,Unprovoked,AUSTRALIA,New South Wales,Kingscliff,Spearfishing,M,,"No injury, but sharks repeatedly hit their fins and guns",N,,BRONZE WHALER SHARKS X 3,"Gold Coast Bulletin, 6/4/2016",,BRONZE
02-Jun-2016,2016,Unprovoked,NEW CALEDONIA,," Côte-Blanche, Nouméa ",Kite surfing,M,,Laceration to heel,N,Afternoon,3 M SHARK,"Les Nouvelles Caledoniennes, 6/3/2016",,
